Date,Time,Temperature_Celsius(℃),Relative_Humidity(%),DPT(℃),VPD(kPa),Abs Humidity(g/m³)
2024-07-10,03:18,30.2,85,27.4,0.64,26.06
2024-07-10,03:19,30.2,85,27.4,0.64,26.06
2024-07-10,03:20,30.2,85,27.4,0.64,26.06
2024-07-10,03:21,30.2,85,27.4,0.64,26.06
2024-07-10,03:22,30.2,85,27.4,0.64,26.06
2024-07-10,03:23,30.2,85,27.4,0.64,26.06
2024-07-10,03:24,30.2,85,27.4,0.64,26.06
2024-07-10,03:25,30.2,85,27.4,0.64,26.06
2024-07-10,03:26,30.2,85,27.4,0.64,26.06
2024-07-10,03:27,30.2,85,27.4,0.64,26.06
2024-07-10,03:28,30.2,85,27.4,0.64,26.06
2024-07-10,03:29,30.2,85,27.3,0.64,25.99
2024-07-10,03:30,30.1,85,27.3,0.64,25.92
2024-07-10,03:31,30.1,85,27.3,0.64,25.92
2024-07-10,03:32,30.1,85,27.3,0.64,25.92
2024-07-10,03:33,30.1,85,27.3,0.64,25.92
2024-07-10,03:34,30.1,85,27.3,0.64,25.92
2024-07-10,03:35,30.1,85,27.3,0.64,25.92
2024-07-10,03:36,30.1,85,27.3,0.64,25.92
2024-07-10,03:37,30.0,85,27.2,0.64,25.85
2024-07-10,03:38,30.0,85,27.2,0.64,25.78
2024-07-10,03:39,30.0,85,27.2,0.64,25.78
2024-07-10,03:40,30.0,85,27.2,0.64,25.78
2024-07-10,03:41,30.0,85,27.2,0.64,25.78
2024-07-10,03:42,30.0,85,27.2,0.64,25.78
2024-07-10,03:43,30.0,85,27.2,0.64,25.78
2024-07-10,03:44,30.0,85,27.2,0.64,25.78
2024-07-10,03:45,30.0,85,27.2,0.64,25.78
2024-07-10,03:46,30.0,85,27.2,0.64,25.78
2024-07-10,03:47,30.0,85,27.2,0.64,25.78
2024-07-10,03:48,30.0,85,27.2,0.64,25.78
2024-07-10,03:49,30.0,85,27.2,0.64,25.78
2024-07-10,03:50,30.0,85,27.2,0.64,25.78
2024-07-10,03:51,30.0,85,27.2,0.63,25.71
2024-07-10,03:52,29.9,85,27.1,0.63,25.64
2024-07-10,03:53,29.9,85,27.1,0.63,25.64
2024-07-10,03:54,29.9,85,27.1,0.63,25.64
2024-07-10,03:55,29.9,85,27.1,0.63,25.64
2024-07-10,03:56,29.9,85,27.1,0.63,25.64
2024-07-10,03:57,29.9,85,27.1,0.63,25.64
2024-07-10,03:58,29.9,85,27.1,0.63,25.64
2024-07-10,03:59,29.9,85,27.1,0.63,25.64
2024-07-10,04:00,29.9,85,27.1,0.63,25.64
2024-07-10,04:01,29.9,85,27.1,0.63,25.64
2024-07-10,04:02,29.9,86,27.3,0.59,25.94
2024-07-10,04:03,29.9,86,27.3,0.59,25.94
2024-07-10,04:04,29.9,86,27.3,0.59,25.94
2024-07-10,04:05,29.9,86,27.3,0.59,25.94
2024-07-10,04:06,29.9,86,27.3,0.59,25.94
2024-07-10,04:07,29.9,86,27.3,0.59,25.94
2024-07-10,04:08,29.9,86,27.3,0.59,25.94
2024-07-10,04:09,29.9,86,27.3,0.59,25.94
2024-07-10,04:10,29.9,86,27.3,0.59,25.94
2024-07-10,04:11,29.8,86,27.3,0.59,25.87
2024-07-10,04:12,29.8,86,27.2,0.59,25.8
2024-07-10,04:13,29.8,86,27.2,0.59,25.8
2024-07-10,04:14,29.8,86,27.2,0.59,25.8
2024-07-10,04:15,29.8,86,27.2,0.59,25.8
2024-07-10,04:16,29.8,86,27.2,0.59,25.8
2024-07-10,04:17,29.8,86,27.2,0.59,25.8
2024-07-10,04:18,29.8,86,27.2,0.59,25.8
2024-07-10,04:19,29.8,86,27.2,0.59,25.8
2024-07-10,04:20,29.8,86,27.2,0.59,25.8
2024-07-10,04:21,29.8,86,27.2,0.59,25.8
2024-07-10,04:22,29.8,86,27.2,0.59,25.8
2024-07-10,04:23,29.8,86,27.2,0.59,25.8
2024-07-10,04:24,29.8,86,27.2,0.59,25.8
2024-07-10,04:25,29.8,86,27.2,0.59,25.8
2024-07-10,04:26,29.8,86,27.2,0.59,25.8
2024-07-10,04:27,29.8,86,27.2,0.59,25.8
2024-07-10,04:28,29.8,86,27.2,0.59,25.8
2024-07-10,04:29,29.8,86,27.2,0.59,25.8
2024-07-10,04:30,29.8,86,27.2,0.59,25.8
2024-07-10,04:31,29.8,86,27.2,0.59,25.73
2024-07-10,04:32,29.7,86,27.1,0.58,25.66
2024-07-10,04:33,29.7,86,27.1,0.58,25.66
2024-07-10,04:34,29.7,86,27.1,0.58,25.66
2024-07-10,04:35,29.7,86,27.1,0.58,25.66
2024-07-10,04:36,29.7,87,27.3,0.54,25.96
2024-07-10,04:37,29.7,87,27.3,0.54,25.96
2024-07-10,04:38,29.7,87,27.3,0.54,25.96
2024-07-10,04:39,29.7,87,27.3,0.54,25.96
2024-07-10,04:40,29.7,87,27.3,0.54,25.96
2024-07-10,04:41,29.7,87,27.3,0.54,25.96
2024-07-10,04:42,29.7,87,27.3,0.54,25.96
2024-07-10,04:43,29.7,87,27.3,0.54,25.96
2024-07-10,04:44,29.7,87,27.3,0.54,25.96
2024-07-10,04:45,29.7,87,27.3,0.54,25.89
2024-07-10,04:46,29.6,87,27.2,0.54,25.82
2024-07-10,04:47,29.6,87,27.2,0.54,25.82
2024-07-10,04:48,29.6,87,27.2,0.54,25.82
2024-07-10,04:49,29.6,87,27.2,0.54,25.82
2024-07-10,04:50,29.6,87,27.2,0.54,25.82
2024-07-10,04:51,29.6,87,27.2,0.54,25.82
2024-07-10,04:52,29.6,87,27.2,0.54,25.82
2024-07-10,04:53,29.6,87,27.2,0.54,25.82
2024-07-10,04:54,29.6,87,27.2,0.54,25.82
2024-07-10,04:55,29.6,87,27.2,0.54,25.82
2024-07-10,04:56,29.6,87,27.2,0.54,25.82
2024-07-10,04:57,29.6,87,27.2,0.54,25.82
2024-07-10,04:58,29.6,87,27.2,0.54,25.82
2024-07-10,04:59,29.6,87,27.2,0.54,25.82
2024-07-10,05:00,29.6,87,27.2,0.54,25.82
2024-07-10,05:01,29.6,87,27.2,0.54,25.82
2024-07-10,05:02,29.6,87,27.2,0.54,25.82
2024-07-10,05:03,29.6,87,27.2,0.54,25.82
2024-07-10,05:04,29.6,87,27.2,0.54,25.82
2024-07-10,05:05,29.6,87,27.2,0.54,25.82
2024-07-10,05:06,29.6,87,27.2,0.54,25.82
2024-07-10,05:07,29.6,87,27.2,0.54,25.82
2024-07-10,05:08,29.6,87,27.2,0.54,25.82
2024-07-10,05:09,29.6,87,27.2,0.54,25.82
2024-07-10,05:10,29.6,87,27.2,0.54,25.82
2024-07-10,05:11,29.6,87,27.2,0.54,25.82
2024-07-10,05:12,29.6,87,27.2,0.54,25.82
2024-07-10,05:13,29.6,87,27.2,0.54,25.82
2024-07-10,05:14,29.6,87,27.2,0.54,25.82
2024-07-10,05:15,29.6,87,27.2,0.54,25.82
2024-07-10,05:16,29.6,87,27.2,0.54,25.82
2024-07-10,05:17,29.6,87,27.2,0.54,25.82
2024-07-10,05:18,29.6,87,27.2,0.54,25.82
2024-07-10,05:19,29.6,87,27.2,0.54,25.82
2024-07-10,05:20,29.6,87,27.2,0.54,25.82
2024-07-10,05:21,29.6,87,27.2,0.54,25.82
2024-07-10,05:22,29.6,87,27.2,0.54,25.82
2024-07-10,05:23,29.6,87,27.2,0.54,25.82
2024-07-10,05:24,29.6,87,27.2,0.54,25.82
2024-07-10,05:25,29.6,87,27.2,0.54,25.82
2024-07-10,05:26,29.6,87,27.2,0.54,25.82
2024-07-10,05:27,29.6,87,27.2,0.54,25.82
2024-07-10,05:28,29.6,87,27.2,0.54,25.82
2024-07-10,05:29,29.6,87,27.2,0.54,25.82
2024-07-10,05:30,29.6,87,27.2,0.54,25.82
2024-07-10,05:31,29.6,87,27.2,0.54,25.82
2024-07-10,05:32,29.6,87,27.2,0.54,25.82
2024-07-10,05:33,29.6,87,27.2,0.54,25.82
2024-07-10,05:34,29.6,87,27.2,0.54,25.82
2024-07-10,05:35,29.5,87,27.2,0.54,25.75
2024-07-10,05:36,29.5,87,27.1,0.54,25.68
2024-07-10,05:37,29.5,87,27.1,0.54,25.68
2024-07-10,05:38,29.5,87,27.1,0.54,25.68
2024-07-10,05:39,29.5,87,27.1,0.54,25.68
2024-07-10,05:40,29.5,87,27.1,0.54,25.68
2024-07-10,05:41,29.5,87,27.1,0.54,25.68
2024-07-10,05:42,29.5,87,27.1,0.54,25.68
2024-07-10,05:43,29.5,87,27.1,0.54,25.68
2024-07-10,05:44,29.5,87,27.1,0.54,25.68
2024-07-10,05:45,29.5,87,27.1,0.54,25.68
2024-07-10,05:46,29.5,87,27.1,0.54,25.68
2024-07-10,05:47,29.5,87,27.1,0.54,25.68
2024-07-10,05:48,29.5,87,27.1,0.54,25.68
2024-07-10,05:49,29.5,87,27.1,0.54,25.68
2024-07-10,05:50,29.5,87,27.1,0.54,25.68
2024-07-10,05:51,29.5,87,27.1,0.54,25.68
2024-07-10,05:52,29.5,88,27.3,0.49,25.97
2024-07-10,05:53,29.5,88,27.3,0.49,25.97
2024-07-10,05:54,29.5,88,27.3,0.49,25.97
2024-07-10,05:55,29.5,88,27.3,0.49,25.97
2024-07-10,05:56,29.5,88,27.3,0.49,25.97
2024-07-10,05:57,29.5,88,27.3,0.49,25.97
2024-07-10,05:58,29.5,88,27.3,0.49,25.97
2024-07-10,05:59,29.5,88,27.3,0.49,25.97
2024-07-10,06:00,29.5,88,27.3,0.49,25.97
2024-07-10,06:01,29.5,88,27.3,0.49,25.97
2024-07-10,06:02,29.5,88,27.3,0.49,25.97
2024-07-10,06:03,29.5,88,27.3,0.49,25.97
2024-07-10,06:04,29.5,88,27.3,0.49,25.97
2024-07-10,06:05,29.5,88,27.3,0.49,25.97
2024-07-10,06:06,29.5,88,27.3,0.49,25.97
2024-07-10,06:07,29.5,88,27.3,0.49,25.97
2024-07-10,06:08,29.5,88,27.3,0.49,25.97
2024-07-10,06:09,29.5,88,27.3,0.49,25.97
2024-07-10,06:10,29.5,88,27.3,0.49,25.97
2024-07-10,06:11,29.5,88,27.3,0.49,25.97
2024-07-10,06:12,29.5,88,27.3,0.49,25.97
2024-07-10,06:13,29.5,88,27.3,0.49,25.97
2024-07-10,06:14,29.5,88,27.3,0.49,25.97
2024-07-10,06:15,29.5,88,27.3,0.49,25.97
2024-07-10,06:16,29.5,88,27.3,0.49,25.97
2024-07-10,06:17,29.5,88,27.3,0.49,25.97
2024-07-10,06:18,29.5,88,27.3,0.49,25.97
2024-07-10,06:19,29.5,88,27.3,0.49,25.9
2024-07-10,06:20,29.4,88,27.2,0.49,25.83
2024-07-10,06:21,29.4,88,27.2,0.49,25.83
2024-07-10,06:22,29.4,88,27.2,0.49,25.83
2024-07-10,06:23,29.4,88,27.2,0.49,25.83
2024-07-10,06:24,29.4,88,27.2,0.49,25.83
2024-07-10,06:25,29.4,88,27.2,0.49,25.83
2024-07-10,06:26,29.4,88,27.2,0.49,25.83
2024-07-10,06:27,29.4,88,27.2,0.49,25.83
2024-07-10,06:28,29.4,88,27.2,0.49,25.83
2024-07-10,06:29,29.4,88,27.2,0.49,25.83
2024-07-10,06:30,29.4,88,27.2,0.49,25.83
2024-07-10,06:31,29.4,88,27.2,0.49,25.83
2024-07-10,06:32,29.4,88,27.2,0.49,25.83
2024-07-10,06:33,29.4,88,27.2,0.49,25.83
2024-07-10,06:34,29.4,88,27.2,0.49,25.83
2024-07-10,06:35,29.4,88,27.2,0.49,25.83
2024-07-10,06:36,29.4,88,27.2,0.49,25.83
2024-07-10,06:37,29.4,88,27.2,0.49,25.83
2024-07-10,06:38,29.4,88,27.2,0.49,25.83
2024-07-10,06:39,29.4,88,27.2,0.49,25.83
2024-07-10,06:40,29.4,88,27.2,0.49,25.83
2024-07-10,06:41,29.4,88,27.2,0.49,25.83
2024-07-10,06:42,29.4,88,27.2,0.49,25.83
2024-07-10,06:43,29.4,88,27.2,0.49,25.83
2024-07-10,06:44,29.4,88,27.2,0.49,25.83
2024-07-10,06:45,29.4,88,27.2,0.49,25.83
2024-07-10,06:46,29.4,88,27.2,0.49,25.83
2024-07-10,06:47,29.4,88,27.2,0.49,25.83
2024-07-10,06:48,29.4,88,27.2,0.49,25.83
2024-07-10,06:49,29.4,88,27.2,0.49,25.83
2024-07-10,06:50,29.4,88,27.2,0.49,25.83
2024-07-10,06:51,29.4,88,27.2,0.49,25.83
2024-07-10,06:52,29.4,88,27.2,0.49,25.83
2024-07-10,06:53,29.4,88,27.2,0.49,25.83
2024-07-10,06:54,29.4,88,27.2,0.49,25.83
2024-07-10,06:55,29.4,88,27.2,0.49,25.83
2024-07-10,06:56,29.4,88,27.2,0.49,25.83
2024-07-10,06:57,29.4,88,27.2,0.49,25.83
2024-07-10,06:58,29.4,88,27.2,0.49,25.83
2024-07-10,06:59,29.4,88,27.2,0.49,25.83
2024-07-10,07:00,29.4,88,27.2,0.49,25.83
2024-07-10,07:01,29.4,88,27.2,0.49,25.83
2024-07-10,07:02,29.4,88,27.2,0.49,25.83
2024-07-10,07:03,29.4,88,27.2,0.49,25.83
2024-07-10,07:04,29.4,89,27.4,0.45,26.13
2024-07-10,07:05,29.4,89,27.4,0.45,26.13
2024-07-10,07:06,29.4,89,27.4,0.45,26.13
2024-07-10,07:07,29.4,89,27.4,0.45,26.13
2024-07-10,07:08,29.4,89,27.4,0.45,26.13
2024-07-10,07:09,29.3,89,27.3,0.45,26.05
2024-07-10,07:10,29.3,89,27.3,0.45,25.98
2024-07-10,07:11,29.3,89,27.3,0.45,25.98
2024-07-10,07:12,29.3,89,27.3,0.45,25.98
2024-07-10,07:13,29.3,89,27.3,0.45,25.98
2024-07-10,07:14,29.3,89,27.3,0.45,25.98
2024-07-10,07:15,29.3,89,27.3,0.45,25.98
2024-07-10,07:16,29.3,89,27.3,0.45,25.98
2024-07-10,07:17,29.3,89,27.3,0.45,25.98
2024-07-10,07:18,29.3,89,27.3,0.45,25.98
2024-07-10,07:19,29.3,89,27.3,0.45,25.98
2024-07-10,07:20,29.3,89,27.3,0.45,25.98
2024-07-10,07:21,29.3,89,27.3,0.45,25.98
2024-07-10,07:22,29.3,89,27.3,0.45,25.98
2024-07-10,07:23,29.3,89,27.3,0.45,25.98
2024-07-10,07:24,29.3,89,27.3,0.45,25.98
2024-07-10,07:25,29.3,89,27.3,0.45,25.98
2024-07-10,07:26,29.3,89,27.3,0.45,25.98
2024-07-10,07:27,29.3,89,27.3,0.45,25.98
2024-07-10,07:28,29.3,89,27.3,0.45,25.98
2024-07-10,07:29,29.3,89,27.3,0.45,25.98
2024-07-10,07:30,29.3,89,27.3,0.45,25.98
2024-07-10,07:31,29.3,89,27.3,0.45,25.98
2024-07-10,07:32,29.3,89,27.3,0.45,25.98
2024-07-10,07:33,29.3,89,27.3,0.45,25.98
2024-07-10,07:34,29.3,89,27.3,0.45,25.98
2024-07-10,07:35,29.3,89,27.3,0.45,25.98
2024-07-10,07:36,29.3,89,27.3,0.45,25.98
2024-07-10,07:37,29.3,89,27.3,0.45,25.98
2024-07-10,07:38,29.3,89,27.3,0.45,25.98
2024-07-10,07:39,29.3,89,27.3,0.45,25.98
2024-07-10,07:40,29.3,89,27.3,0.45,25.98
2024-07-10,07:41,29.3,89,27.3,0.45,25.98
2024-07-10,07:42,29.3,89,27.3,0.45,25.98
2024-07-10,07:43,29.3,89,27.3,0.45,25.98
2024-07-10,07:44,29.3,89,27.3,0.45,25.98
2024-07-10,07:45,29.3,89,27.3,0.45,25.98
2024-07-10,07:46,29.3,89,27.3,0.45,25.98
2024-07-10,07:47,29.3,89,27.3,0.45,25.98
2024-07-10,07:48,29.3,89,27.3,0.45,25.98
2024-07-10,07:49,29.3,89,27.3,0.45,25.98
2024-07-10,07:50,29.3,89,27.3,0.45,25.98
2024-07-10,07:51,29.3,89,27.3,0.45,25.98
2024-07-10,07:52,29.3,89,27.3,0.45,25.98
2024-07-10,07:53,29.3,89,27.3,0.45,25.98
2024-07-10,07:54,29.3,89,27.3,0.45,25.98
2024-07-10,07:55,29.3,89,27.2,0.45,25.91
2024-07-10,07:56,29.2,89,27.2,0.45,25.84
2024-07-10,07:57,29.2,89,27.2,0.45,25.84
2024-07-10,07:58,29.2,89,27.2,0.45,25.84
2024-07-10,07:59,29.2,89,27.2,0.45,25.84
2024-07-10,08:00,29.2,89,27.2,0.45,25.84
2024-07-10,08:01,29.2,89,27.2,0.45,25.84
2024-07-10,08:02,29.2,89,27.2,0.45,25.84
2024-07-10,08:03,29.2,89,27.2,0.45,25.84
2024-07-10,08:04,29.2,89,27.2,0.45,25.84
2024-07-10,08:05,29.2,89,27.2,0.45,25.84
2024-07-10,08:06,29.2,89,27.2,0.45,25.84
2024-07-10,08:07,29.3,89,27.2,0.45,25.91
2024-07-10,08:08,29.3,89,27.3,0.45,25.98
2024-07-10,08:09,29.3,89,27.3,0.45,25.98
2024-07-10,08:10,29.3,89,27.3,0.45,25.98
2024-07-10,08:11,29.3,89,27.3,0.45,25.98
2024-07-10,08:12,29.3,89,27.3,0.45,25.98
2024-07-10,08:13,29.3,89,27.3,0.45,25.98
2024-07-10,08:14,29.3,89,27.3,0.45,25.98
2024-07-10,08:15,29.3,89,27.3,0.45,25.98
2024-07-10,08:16,29.3,89,27.3,0.45,25.98
2024-07-10,08:17,29.3,89,27.3,0.45,26.05
2024-07-10,08:18,29.4,89,27.4,0.45,26.13
2024-07-10,08:19,29.4,89,27.4,0.45,26.13
2024-07-10,08:20,29.4,89,27.4,0.45,26.13
2024-07-10,08:21,29.4,89,27.4,0.45,26.13
2024-07-10,08:22,29.4,89,27.4,0.45,26.13
2024-07-10,08:23,29.5,89,27.4,0.45,26.2
2024-07-10,08:24,29.5,89,27.5,0.45,26.27
2024-07-10,08:25,29.5,89,27.5,0.45,26.27
2024-07-10,08:26,29.5,89,27.5,0.45,26.27
2024-07-10,08:27,29.5,89,27.5,0.45,26.27
2024-07-10,08:28,29.5,89,27.5,0.45,26.27
2024-07-10,08:29,29.5,89,27.5,0.45,26.27
2024-07-10,08:30,29.5,89,27.5,0.45,26.27
2024-07-10,08:31,29.5,89,27.5,0.45,26.34
2024-07-10,08:32,29.6,89,27.6,0.46,26.41
2024-07-10,08:33,29.6,89,27.6,0.46,26.41
2024-07-10,08:34,29.6,89,27.6,0.46,26.41
2024-07-10,08:35,29.7,89,27.6,0.46,26.48
2024-07-10,08:36,29.7,89,27.7,0.46,26.55
2024-07-10,08:37,29.7,88,27.5,0.5,26.26
2024-07-10,08:38,29.7,88,27.5,0.5,26.26
2024-07-10,08:39,29.7,88,27.5,0.5,26.26
2024-07-10,08:40,29.7,88,27.5,0.5,26.26
2024-07-10,08:41,29.8,88,27.5,0.5,26.33
2024-07-10,08:42,29.8,88,27.6,0.5,26.4
2024-07-10,08:43,29.8,88,27.6,0.5,26.4
2024-07-10,08:44,29.8,88,27.6,0.5,26.4
2024-07-10,08:45,29.8,88,27.6,0.5,26.47
2024-07-10,08:46,29.9,88,27.7,0.51,26.54
2024-07-10,08:47,29.9,88,27.7,0.51,26.54
2024-07-10,08:48,29.9,88,27.7,0.51,26.54
2024-07-10,08:49,30.0,88,27.7,0.51,26.61
2024-07-10,08:50,30.0,88,27.8,0.51,26.69
2024-07-10,08:51,30.0,88,27.8,0.51,26.69
2024-07-10,08:52,30.0,88,27.8,0.51,26.69
2024-07-10,08:53,30.0,88,27.8,0.51,26.76
2024-07-10,08:54,30.1,88,27.9,0.51,26.83
2024-07-10,08:55,30.1,88,27.9,0.51,26.83
2024-07-10,08:56,30.1,88,27.9,0.51,26.83
2024-07-10,08:57,30.1,87,27.7,0.55,26.53
2024-07-10,08:58,30.1,87,27.7,0.55,26.53
2024-07-10,08:59,30.2,87,27.7,0.56,26.6
2024-07-10,09:00,30.2,87,27.8,0.56,26.67
2024-07-10,09:01,30.2,87,27.8,0.56,26.67
2024-07-10,09:02,30.2,87,27.8,0.56,26.67
2024-07-10,09:03,30.3,87,27.8,0.56,26.74
2024-07-10,09:04,30.3,87,27.9,0.56,26.81
2024-07-10,09:05,30.3,87,27.9,0.56,26.81
2024-07-10,09:06,30.3,87,27.9,0.56,26.81
2024-07-10,09:07,30.3,87,27.9,0.56,26.89
2024-07-10,09:08,30.4,87,28.0,0.56,26.96
2024-07-10,09:09,30.4,87,28.0,0.56,26.96
2024-07-10,09:10,30.4,87,28.0,0.56,26.96
2024-07-10,09:11,30.5,87,28.0,0.57,27.03
2024-07-10,09:12,30.5,87,28.1,0.57,27.1
2024-07-10,09:13,30.5,87,28.1,0.57,27.18
2024-07-10,09:14,30.6,87,28.2,0.57,27.25
2024-07-10,09:15,30.7,86,28.0,0.62,27.01
2024-07-10,09:16,30.7,86,28.1,0.62,27.08
2024-07-10,09:17,30.8,86,28.1,0.62,27.16
2024-07-10,09:18,30.8,86,28.2,0.62,27.23
2024-07-10,09:19,30.8,86,28.2,0.62,27.23
2024-07-10,09:20,30.8,86,28.2,0.62,27.23
2024-07-10,09:21,30.8,86,28.2,0.62,27.3
2024-07-10,09:22,30.9,86,28.3,0.63,27.37
