Date,Time,Temperature(C),Humidity(%RH)
2024-07-27,11:50,32.73,80.83
2024-07-27,11:51,32.75,80.65
2024-07-27,11:52,32.78,80.48
2024-07-27,11:53,32.81,80.3
2024-07-27,11:54,32.83,80.12
2024-07-27,11:55,32.86,79.94
2024-07-27,11:56,32.89,79.76
2024-07-27,11:57,32.71,80.81
2024-07-27,11:58,32.73,80.54
2024-07-27,11:59,32.75,80.26
2024-07-27,12:00,32.78,79.98
2024-07-27,12:01,32.8,79.71
2024-07-27,12:02,32.83,79.43
2024-07-27,12:03,32.85,79.15
2024-07-27,12:04,32.88,78.88
2024-07-27,12:05,32.9,78.6
2024-07-27,12:06,32.93,78.32
2024-07-27,12:07,33.09,79.17
2024-07-27,12:08,33.07,79.26
2024-07-27,12:09,33.05,79.35
2024-07-27,12:10,33.03,79.45
2024-07-27,12:11,33.01,79.54
2024-07-27,12:12,32.98,79.64
2024-07-27,12:13,32.96,79.73
2024-07-27,12:14,32.94,79.83
2024-07-27,12:15,32.92,79.92
2024-07-27,12:16,32.89,80.02
2024-07-27,12:17,33.03,80.66
2024-07-27,12:18,33.05,80.54
2024-07-27,12:19,33.07,80.42
2024-07-27,12:20,33.1,80.3
2024-07-27,12:21,33.12,80.18
2024-07-27,12:22,33.15,80.05
2024-07-27,12:23,33.17,79.93
2024-07-27,12:24,33.2,79.81
2024-07-27,12:25,33.22,79.69
2024-07-27,12:26,33.25,79.56
2024-07-27,12:27,33.17,80.28
2024-07-27,12:28,33.19,80.09
2024-07-27,12:29,33.22,79.89
2024-07-27,12:30,33.24,79.7
2024-07-27,12:31,33.27,79.5
2024-07-27,12:32,33.29,79.31
2024-07-27,12:33,33.32,79.11
2024-07-27,12:34,33.34,78.92
2024-07-27,12:35,33.37,78.72
2024-07-27,12:36,33.4,78.52
2024-07-27,12:37,33.27,78.68
2024-07-27,12:38,33.31,78.46
2024-07-27,12:39,33.35,78.24
2024-07-27,12:40,33.39,78.01
2024-07-27,12:41,33.43,77.79
2024-07-27,12:42,33.47,77.57
2024-07-27,12:43,33.51,77.34
2024-07-27,12:44,33.55,77.12
2024-07-27,12:45,33.59,76.9
2024-07-27,12:46,33.64,76.67
2024-07-27,12:47,33.41,75.82
2024-07-27,12:48,33.43,76.03
2024-07-27,12:49,33.46,76.24
2024-07-27,12:50,33.49,76.45
2024-07-27,12:51,33.52,76.66
2024-07-27,12:52,33.55,76.88
2024-07-27,12:53,33.58,77.09
2024-07-27,12:54,33.61,77.3
2024-07-27,12:55,33.64,77.51
2024-07-27,12:56,33.67,77.73
2024-07-27,12:57,33.58,77.49
2024-07-27,12:58,33.6,77.57
2024-07-27,12:59,33.62,77.66
2024-07-27,13:00,33.64,77.75
2024-07-27,13:01,33.66,77.84
2024-07-27,13:02,33.68,77.92
2024-07-27,13:03,33.7,78.01
2024-07-27,13:04,33.72,78.1
2024-07-27,13:05,33.74,78.19
2024-07-27,13:06,33.76,78.28
2024-07-27,13:07,33.83,76.92
2024-07-27,13:08,33.85,77.1
2024-07-27,13:09,33.87,77.28
2024-07-27,13:10,33.89,77.46
2024-07-27,13:11,33.91,77.64
2024-07-27,13:12,33.94,77.82
2024-07-27,13:13,33.96,78.0
2024-07-27,13:14,33.98,78.18
2024-07-27,13:15,34.0,78.36
2024-07-27,13:16,34.03,78.55
2024-07-27,13:17,33.98,78.28
2024-07-27,13:18,34.0,77.93
2024-07-27,13:19,34.02,77.57
2024-07-27,13:20,34.04,77.21
2024-07-27,13:21,34.06,76.85
2024-07-27,13:22,34.08,76.5
2024-07-27,13:23,34.1,76.14
2024-07-27,13:24,34.12,75.78
2024-07-27,13:25,34.14,75.42
2024-07-27,13:26,34.16,75.06
2024-07-27,13:27,34.14,76.39
2024-07-27,13:28,34.16,76.11
2024-07-27,13:29,34.19,75.83
2024-07-27,13:30,34.22,75.55
2024-07-27,13:31,34.25,75.27
2024-07-27,13:32,34.28,74.98
2024-07-27,13:33,34.31,74.7
2024-07-27,13:34,34.34,74.42
2024-07-27,13:35,34.37,74.14
2024-07-27,13:36,34.4,73.85
2024-07-27,13:37,34.52,75.45
2024-07-27,13:38,34.5,75.23
2024-07-27,13:39,34.47,75.0
2024-07-27,13:40,34.44,74.77
2024-07-27,13:41,34.41,74.54
2024-07-27,13:42,34.38,74.31
2024-07-27,13:43,34.35,74.08
2024-07-27,13:44,34.32,73.85
2024-07-27,13:45,34.29,73.62
2024-07-27,13:46,34.26,73.39
2024-07-27,13:47,34.52,73.37
2024-07-27,13:48,34.55,73.59
2024-07-27,13:49,34.59,73.81
2024-07-27,13:50,34.63,74.04
2024-07-27,13:51,34.67,74.26
2024-07-27,13:52,34.7,74.48
2024-07-27,13:53,34.74,74.71
2024-07-27,13:54,34.78,74.93
2024-07-27,13:55,34.82,75.15
2024-07-27,13:56,34.86,75.38
2024-07-27,13:57,34.86,75.11
2024-07-27,13:58,34.84,74.82
2024-07-27,13:59,34.82,74.52
2024-07-27,14:00,34.8,74.22
2024-07-27,14:01,34.78,73.92
2024-07-27,14:02,34.75,73.62
2024-07-27,14:03,34.73,73.32
2024-07-27,14:04,34.71,73.02
2024-07-27,14:05,34.69,72.72
2024-07-27,14:06,34.66,72.42
2024-07-27,14:07,34.94,72.82
2024-07-27,14:08,34.94,72.48
2024-07-27,14:09,34.93,72.14
2024-07-27,14:10,34.92,71.79
2024-07-27,14:11,34.91,71.45
2024-07-27,14:12,34.9,71.11
2024-07-27,14:13,34.89,70.76
2024-07-27,14:14,34.88,70.42
2024-07-27,14:15,34.87,70.08
2024-07-27,14:16,34.86,69.73
2024-07-27,14:17,34.86,71.96
2024-07-27,14:18,34.89,71.73
2024-07-27,14:19,34.92,71.5
2024-07-27,14:20,34.95,71.27
2024-07-27,14:21,34.98,71.04
2024-07-27,14:22,35.01,70.8
2024-07-27,14:23,35.04,70.57
2024-07-27,14:24,35.07,70.34
2024-07-27,14:25,35.1,70.11
2024-07-27,14:26,35.14,69.87
2024-07-27,14:27,35.08,70.05
2024-07-27,14:28,35.11,70.26
2024-07-27,14:29,35.14,70.48
2024-07-27,14:30,35.18,70.69
2024-07-27,14:31,35.21,70.91
2024-07-27,14:32,35.25,71.12
2024-07-27,14:33,35.28,71.34
2024-07-27,14:34,35.32,71.55
2024-07-27,14:35,35.35,71.77
2024-07-27,14:36,35.39,71.99
2024-07-27,14:37,35.26,72.49
2024-07-27,14:38,35.3,72.28
2024-07-27,14:39,35.35,72.07
2024-07-27,14:40,35.4,71.86
2024-07-27,14:41,35.45,71.65
2024-07-27,14:42,35.49,71.43
2024-07-27,14:43,35.54,71.22
2024-07-27,14:44,35.59,71.01
2024-07-27,14:45,35.64,70.8
2024-07-27,14:46,35.69,70.58
2024-07-27,14:47,35.88,69.68
2024-07-27,14:48,35.86,69.87
2024-07-27,14:49,35.83,70.06
2024-07-27,14:50,35.8,70.25
2024-07-27,14:51,35.78,70.44
2024-07-27,14:52,35.75,70.63
2024-07-27,14:53,35.72,70.82
2024-07-27,14:54,35.7,71.01
2024-07-27,14:55,35.67,71.2
2024-07-27,14:56,35.64,71.4
2024-07-27,14:57,35.88,70.95
2024-07-27,14:58,35.91,70.59
2024-07-27,14:59,35.94,70.22
2024-07-27,15:00,35.98,69.86
2024-07-27,15:01,36.01,69.49
2024-07-27,15:02,36.05,69.13
2024-07-27,15:03,36.08,68.76
2024-07-27,15:04,36.12,68.4
2024-07-27,15:05,36.15,68.03
2024-07-27,15:06,36.19,67.66
2024-07-27,15:07,36.19,68.65
2024-07-27,15:08,36.23,68.33
2024-07-27,15:09,36.28,68.01
2024-07-27,15:10,36.33,67.69
2024-07-27,15:11,36.38,67.37
2024-07-27,15:12,36.43,67.05
2024-07-27,15:13,36.48,66.73
2024-07-27,15:14,36.53,66.41
2024-07-27,15:15,36.58,66.09
2024-07-27,15:16,36.63,65.77
2024-07-27,15:17,36.44,65.13
2024-07-27,15:18,36.42,65.27
2024-07-27,15:19,36.39,65.41
2024-07-27,15:20,36.36,65.55
2024-07-27,15:21,36.33,65.69
2024-07-27,15:22,36.31,65.84
2024-07-27,15:23,36.28,65.98
2024-07-27,15:24,36.25,66.12
2024-07-27,15:25,36.22,66.26
2024-07-27,15:26,36.19,66.41
2024-07-27,15:27,36.32,66.1
2024-07-27,15:28,36.35,65.94
2024-07-27,15:29,36.38,65.78
2024-07-27,15:30,36.42,65.62
2024-07-27,15:31,36.45,65.46
2024-07-27,15:32,36.49,65.3
2024-07-27,15:33,36.52,65.14
2024-07-27,15:34,36.56,64.98
2024-07-27,15:35,36.59,64.82
2024-07-27,15:36,36.63,64.66
2024-07-27,15:37,36.63,65.36
2024-07-27,15:38,36.65,65.1
2024-07-27,15:39,36.68,64.84
2024-07-27,15:40,36.71,64.58
2024-07-27,15:41,36.73,64.32
2024-07-27,15:42,36.76,64.06
2024-07-27,15:43,36.79,63.8
2024-07-27,15:44,36.81,63.54
2024-07-27,15:45,36.84,63.28
2024-07-27,15:46,36.87,63.02
2024-07-27,15:47,36.87,62.66
2024-07-27,15:48,36.92,62.87
2024-07-27,15:49,36.98,63.08
2024-07-27,15:50,37.04,63.29
2024-07-27,15:51,37.09,63.5
2024-07-27,15:52,37.15,63.71
2024-07-27,15:53,37.21,63.92
2024-07-27,15:54,37.26,64.13
2024-07-27,15:55,37.32,64.34
2024-07-27,15:56,37.38,64.56
2024-07-27,15:57,37.29,63.71
2024-07-27,15:58,37.32,63.54
2024-07-27,15:59,37.36,63.36
2024-07-27,16:00,37.4,63.19
2024-07-27,16:01,37.43,63.01
2024-07-27,16:02,37.47,62.84
2024-07-27,16:03,37.51,62.66
2024-07-27,16:04,37.54,62.49
2024-07-27,16:05,37.58,62.31
2024-07-27,16:06,37.62,62.13
2024-07-27,16:07,37.75,61.85
2024-07-27,16:08,37.73,61.64
2024-07-27,16:09,37.7,61.42
2024-07-27,16:10,37.67,61.2
2024-07-27,16:11,37.65,60.98
2024-07-27,16:12,37.62,60.77
2024-07-27,16:13,37.59,60.55
2024-07-27,16:14,37.57,60.33
2024-07-27,16:15,37.54,60.11
2024-07-27,16:16,37.51,59.89
2024-07-27,16:17,37.38,60.3
2024-07-27,16:18,37.4,60.52
2024-07-27,16:19,37.42,60.74
2024-07-27,16:20,37.44,60.96
2024-07-27,16:21,37.46,61.18
2024-07-27,16:22,37.48,61.4
2024-07-27,16:23,37.5,61.62
2024-07-27,16:24,37.52,61.84
2024-07-27,16:25,37.54,62.06
2024-07-27,16:26,37.57,62.28
2024-07-27,16:27,37.38,61.54
2024-07-27,16:28,37.4,61.44
2024-07-27,16:29,37.43,61.34
2024-07-27,16:30,37.46,61.23
2024-07-27,16:31,37.49,61.13
2024-07-27,16:32,37.51,61.03
2024-07-27,16:33,37.54,60.92
2024-07-27,16:34,37.57,60.82
2024-07-27,16:35,37.6,60.72
2024-07-27,16:36,37.63,60.61
2024-07-27,16:37,37.4,61.04
2024-07-27,16:38,37.42,61.12
2024-07-27,16:39,37.45,61.21
2024-07-27,16:40,37.48,61.3
2024-07-27,16:41,37.51,61.39
2024-07-27,16:42,37.53,61.48
2024-07-27,16:43,37.56,61.57
2024-07-27,16:44,37.59,61.66
2024-07-27,16:45,37.62,61.75
2024-07-27,16:46,37.65,61.84
2024-07-27,16:47,37.58,61.86
2024-07-27,16:48,37.59,61.71
2024-07-27,16:49,37.61,61.56
2024-07-27,16:50,37.63,61.4
2024-07-27,16:51,37.65,61.25
2024-07-27,16:52,37.67,61.1
2024-07-27,16:53,37.69,60.94
2024-07-27,16:54,37.71,60.79
2024-07-27,16:55,37.73,60.64
2024-07-27,16:56,37.75,60.48
2024-07-27,16:57,37.62,62.3
2024-07-27,16:58,37.64,62.13
2024-07-27,16:59,37.67,61.95
2024-07-27,17:00,37.7,61.77
2024-07-27,17:01,37.72,61.59
2024-07-27,17:02,37.75,61.42
2024-07-27,17:03,37.78,61.24
2024-07-27,17:04,37.8,61.06
2024-07-27,17:05,37.83,60.88
2024-07-27,17:06,37.86,60.7
2024-07-27,17:07,37.74,61.6
2024-07-27,17:08,37.75,61.41
2024-07-27,17:09,37.77,61.21
2024-07-27,17:10,37.78,61.02
2024-07-27,17:11,37.8,60.82
2024-07-27,17:12,37.81,60.63
2024-07-27,17:13,37.83,60.43
2024-07-27,17:14,37.84,60.24
2024-07-27,17:15,37.86,60.04
2024-07-27,17:16,37.88,59.84
2024-07-27,17:17,37.85,60.4
2024-07-27,17:18,37.82,60.47
2024-07-27,17:19,37.78,60.54
2024-07-27,17:20,37.74,60.61
2024-07-27,17:21,37.7,60.68
2024-07-27,17:22,37.67,60.75
2024-07-27,17:23,37.63,60.82
2024-07-27,17:24,37.59,60.89
2024-07-27,17:25,37.55,60.96
2024-07-27,17:26,37.51,61.04
2024-07-27,17:27,37.63,60.73
2024-07-27,17:28,37.62,60.6
2024-07-27,17:29,37.61,60.47
2024-07-27,17:30,37.59,60.34
2024-07-27,17:31,37.58,60.21
2024-07-27,17:32,37.57,60.08
2024-07-27,17:33,37.55,59.95
2024-07-27,17:34,37.54,59.82
2024-07-27,17:35,37.53,59.69
2024-07-27,17:36,37.51,59.55
2024-07-27,17:37,37.57,60.86
2024-07-27,17:38,37.55,60.97
2024-07-27,17:39,37.53,61.08
2024-07-27,17:40,37.5,61.19
2024-07-27,17:41,37.48,61.3
2024-07-27,17:42,37.45,61.42
2024-07-27,17:43,37.43,61.53
2024-07-27,17:44,37.4,61.64
2024-07-27,17:45,37.38,61.75
2024-07-27,17:46,37.35,61.87
2024-07-27,17:47,37.51,61.36
2024-07-27,17:48,37.49,61.48
2024-07-27,17:49,37.46,61.6
2024-07-27,17:50,37.43,61.73
2024-07-27,17:51,37.4,61.85
2024-07-27,17:52,37.37,61.97
2024-07-27,17:53,37.34,62.1
2024-07-27,17:54,37.31,62.22
2024-07-27,17:55,37.28,62.34
2024-07-27,17:56,37.25,62.47
2024-07-27,17:57,37.4,62.89
2024-07-27,17:58,37.39,62.83
2024-07-27,17:59,37.37,62.77
2024-07-27,18:00,37.35,62.71
2024-07-27,18:01,37.34,62.65
2024-07-27,18:02,37.32,62.59
2024-07-27,18:03,37.3,62.53
2024-07-27,18:04,37.29,62.47
2024-07-27,18:05,37.27,62.41
2024-07-27,18:06,37.25,62.35
2024-07-27,18:07,37.13,62.66
2024-07-27,18:08,37.16,62.69
2024-07-27,18:09,37.19,62.72
2024-07-27,18:10,37.22,62.75
2024-07-27,18:11,37.25,62.78
2024-07-27,18:12,37.28,62.81
2024-07-27,18:13,37.31,62.84
2024-07-27,18:14,37.34,62.87
2024-07-27,18:15,37.37,62.9
2024-07-27,18:16,37.4,62.93
2024-07-27,18:17,37.38,62.89
2024-07-27,18:18,37.36,62.77
2024-07-27,18:19,37.33,62.64
2024-07-27,18:20,37.3,62.52
2024-07-27,18:21,37.27,62.39
2024-07-27,18:22,37.24,62.27
2024-07-27,18:23,37.21,62.14
2024-07-27,18:24,37.18,62.02
2024-07-27,18:25,37.15,61.89
2024-07-27,18:26,37.12,61.76
2024-07-27,18:27,37.01,62.35
2024-07-27,18:28,37.03,62.29
2024-07-27,18:29,37.06,62.22
2024-07-27,18:30,37.09,62.15
2024-07-27,18:31,37.11,62.08
2024-07-27,18:32,37.14,62.02
2024-07-27,18:33,37.17,61.95
2024-07-27,18:34,37.19,61.88
2024-07-27,18:35,37.22,61.81
2024-07-27,18:36,37.25,61.74
2024-07-27,18:37,37.24,62.26
2024-07-27,18:38,37.22,62.3
2024-07-27,18:39,37.2,62.35
2024-07-27,18:40,37.18,62.4
2024-07-27,18:41,37.16,62.44
2024-07-27,18:42,37.14,62.49
2024-07-27,18:43,37.12,62.54
2024-07-27,18:44,37.1,62.58
2024-07-27,18:45,37.08,62.63
2024-07-27,18:46,37.05,62.68
2024-07-27,18:47,37.25,62.15
2024-07-27,18:48,37.23,62.09
2024-07-27,18:49,37.2,62.03
2024-07-27,18:50,37.17,61.96
2024-07-27,18:51,37.15,61.9
2024-07-27,18:52,37.12,61.84
2024-07-27,18:53,37.09,61.77
2024-07-27,18:54,37.07,61.71
2024-07-27,18:55,37.04,61.65
2024-07-27,18:56,37.01,61.58
2024-07-27,18:57,36.87,61.34
2024-07-27,18:58,36.89,61.38
2024-07-27,18:59,36.92,61.42
2024-07-27,19:00,36.95,61.47
2024-07-27,19:01,36.98,61.51
2024-07-27,19:02,37.0,61.56
2024-07-27,19:03,37.03,61.6
2024-07-27,19:04,37.06,61.65
2024-07-27,19:05,37.09,61.69
2024-07-27,19:06,37.12,61.74
2024-07-27,19:07,37.1,61.6
2024-07-27,19:08,37.08,61.55
2024-07-27,19:09,37.05,61.49
2024-07-27,19:10,37.03,61.43
2024-07-27,19:11,37.0,61.37
2024-07-27,19:12,36.98,61.31
2024-07-27,19:13,36.95,61.25
2024-07-27,19:14,36.93,61.19
2024-07-27,19:15,36.9,61.13
2024-07-27,19:16,36.87,61.07
2024-07-27,19:17,36.85,61.0
2024-07-27,19:18,36.85,61.09
2024-07-27,19:19,36.86,61.18
2024-07-27,19:20,36.87,61.28
2024-07-27,19:21,36.87,61.37
2024-07-27,19:22,36.88,61.46
2024-07-27,19:23,36.89,61.56
2024-07-27,19:24,36.89,61.65
2024-07-27,19:25,36.9,61.74
2024-07-27,19:26,36.91,61.84
2024-07-27,19:27,36.75,61.88
2024-07-27,19:28,36.77,61.94
2024-07-27,19:29,36.8,62.0
2024-07-27,19:30,36.82,62.07
2024-07-27,19:31,36.85,62.13
2024-07-27,19:32,36.87,62.19
2024-07-27,19:33,36.9,62.26
2024-07-27,19:34,36.92,62.32
2024-07-27,19:35,36.95,62.38
2024-07-27,19:36,36.98,62.45
2024-07-27,19:37,36.75,62.62
2024-07-27,19:38,36.76,62.55
2024-07-27,19:39,36.77,62.47
2024-07-27,19:40,36.79,62.39
2024-07-27,19:41,36.8,62.32
2024-07-27,19:42,36.82,62.24
2024-07-27,19:43,36.83,62.16
2024-07-27,19:44,36.85,62.09
2024-07-27,19:45,36.86,62.01
2024-07-27,19:46,36.88,61.93
2024-07-27,19:47,36.87,62.16
2024-07-27,19:48,36.85,62.06
2024-07-27,19:49,36.82,61.96
2024-07-27,19:50,36.8,61.86
2024-07-27,19:51,36.77,61.76
2024-07-27,19:52,36.75,61.65
2024-07-27,19:53,36.72,61.55
2024-07-27,19:54,36.7,61.45
2024-07-27,19:55,36.67,61.35
2024-07-27,19:56,36.64,61.24
2024-07-27,19:57,36.63,60.96
2024-07-27,19:58,36.61,61.03
2024-07-27,19:59,36.58,61.1
2024-07-27,20:00,36.55,61.17
2024-07-27,20:01,36.52,61.24
2024-07-27,20:02,36.5,61.31
2024-07-27,20:03,36.47,61.38
2024-07-27,20:04,36.44,61.45
2024-07-27,20:05,36.41,61.52
2024-07-27,20:06,36.38,61.6
2024-07-27,20:07,36.63,61.75
2024-07-27,20:08,36.61,61.68
2024-07-27,20:09,36.58,61.6
2024-07-27,20:10,36.55,61.52
2024-07-27,20:11,36.52,61.44
2024-07-27,20:12,36.5,61.37
2024-07-27,20:13,36.47,61.29
2024-07-27,20:14,36.44,61.21
2024-07-27,20:15,36.41,61.13
2024-07-27,20:16,36.38,61.05
2024-07-27,20:17,36.39,61.15
2024-07-27,20:18,36.37,61.19
2024-07-27,20:19,36.34,61.24
2024-07-27,20:20,36.31,61.29
2024-07-27,20:21,36.28,61.34
2024-07-27,20:22,36.26,61.39
2024-07-27,20:23,36.23,61.44
2024-07-27,20:24,36.2,61.49
2024-07-27,20:25,36.17,61.54
2024-07-27,20:26,36.14,61.59
2024-07-27,20:27,36.18,61.49
2024-07-27,20:28,36.16,61.53
2024-07-27,20:29,36.13,61.58
2024-07-27,20:30,36.11,61.63
2024-07-27,20:31,36.08,61.67
2024-07-27,20:32,36.06,61.72
2024-07-27,20:33,36.03,61.77
2024-07-27,20:34,36.01,61.81
2024-07-27,20:35,35.98,61.86
2024-07-27,20:36,35.95,61.91
2024-07-27,20:37,36.0,62.06
2024-07-27,20:38,35.96,62.16
2024-07-27,20:39,35.92,62.26
2024-07-27,20:40,35.88,62.36
2024-07-27,20:41,35.84,62.46
2024-07-27,20:42,35.8,62.57
2024-07-27,20:43,35.76,62.67
2024-07-27,20:44,35.72,62.77
2024-07-27,20:45,35.68,62.87
2024-07-27,20:46,35.64,62.98
2024-07-27,20:47,35.76,63.14
2024-07-27,20:48,35.75,63.23
2024-07-27,20:49,35.74,63.32
2024-07-27,20:50,35.72,63.41
2024-07-27,20:51,35.71,63.5
2024-07-27,20:52,35.7,63.59
2024-07-27,20:53,35.68,63.68
2024-07-27,20:54,35.67,63.77
2024-07-27,20:55,35.66,63.86
2024-07-27,20:56,35.64,63.95
2024-07-27,20:57,35.64,64.04
2024-07-27,20:58,35.62,64.08
2024-07-27,20:59,35.59,64.12
2024-07-27,21:00,35.56,64.17
2024-07-27,21:01,35.53,64.21
2024-07-27,21:02,35.51,64.26
2024-07-27,21:03,35.48,64.3
2024-07-27,21:04,35.45,64.35
2024-07-27,21:05,35.42,64.39
2024-07-27,21:06,35.39,64.44
2024-07-27,21:07,35.59,64.41
2024-07-27,21:08,35.57,64.45
2024-07-27,21:09,35.54,64.5
2024-07-27,21:10,35.52,64.55
2024-07-27,21:11,35.49,64.6
2024-07-27,21:12,35.47,64.64
2024-07-27,21:13,35.44,64.69
2024-07-27,21:14,35.42,64.74
2024-07-27,21:15,35.39,64.79
2024-07-27,21:16,35.36,64.84
2024-07-27,21:17,35.39,64.83
2024-07-27,21:18,35.36,64.88
2024-07-27,21:19,35.33,64.94
2024-07-27,21:20,35.3,65.0
2024-07-27,21:21,35.27,65.06
2024-07-27,21:22,35.24,65.12
2024-07-27,21:23,35.21,65.18
2024-07-27,21:24,35.18,65.24
2024-07-27,21:25,35.15,65.3
2024-07-27,21:26,35.11,65.36
2024-07-27,21:27,35.33,65.12
2024-07-27,21:28,35.3,65.15
2024-07-27,21:29,35.26,65.18
2024-07-27,21:30,35.23,65.21
2024-07-27,21:31,35.19,65.24
2024-07-27,21:32,35.16,65.27
2024-07-27,21:33,35.12,65.3
2024-07-27,21:34,35.09,65.33
2024-07-27,21:35,35.05,65.36
2024-07-27,21:36,35.01,65.4
2024-07-27,21:37,35.15,66.06
2024-07-27,21:38,35.12,65.98
2024-07-27,21:39,35.09,65.9
2024-07-27,21:40,35.06,65.81
2024-07-27,21:41,35.03,65.73
2024-07-27,21:42,35.0,65.65
2024-07-27,21:43,34.97,65.56
2024-07-27,21:44,34.94,65.48
2024-07-27,21:45,34.91,65.4
2024-07-27,21:46,34.88,65.31
2024-07-27,21:47,34.96,65.78
2024-07-27,21:48,34.94,65.81
2024-07-27,21:49,34.92,65.84
2024-07-27,21:50,34.9,65.87
2024-07-27,21:51,34.88,65.9
2024-07-27,21:52,34.85,65.93
2024-07-27,21:53,34.83,65.96
2024-07-27,21:54,34.81,65.99
2024-07-27,21:55,34.79,66.02
2024-07-27,21:56,34.76,66.05
2024-07-27,21:57,34.88,65.86
2024-07-27,21:58,34.86,65.98
2024-07-27,21:59,34.83,66.11
2024-07-27,22:00,34.8,66.24
2024-07-27,22:01,34.78,66.37
2024-07-27,22:02,34.75,66.49
2024-07-27,22:03,34.72,66.62
2024-07-27,22:04,34.7,66.75
2024-07-27,22:05,34.67,66.88
2024-07-27,22:06,34.64,67.01
2024-07-27,22:07,34.83,66.72
2024-07-27,22:08,34.81,66.82
2024-07-27,22:09,34.79,66.93
2024-07-27,22:10,34.77,67.04
2024-07-27,22:11,34.75,67.15
2024-07-27,22:12,34.73,67.26
2024-07-27,22:13,34.71,67.37
2024-07-27,22:14,34.69,67.48
2024-07-27,22:15,34.67,67.59
2024-07-27,22:16,34.64,67.7
2024-07-27,22:17,34.68,67.74
2024-07-27,22:18,34.66,67.84
2024-07-27,22:19,34.63,67.94
2024-07-27,22:20,34.6,68.05
2024-07-27,22:21,34.58,68.15
2024-07-27,22:22,34.55,68.25
2024-07-27,22:23,34.52,68.36
2024-07-27,22:24,34.5,68.46
2024-07-27,22:25,34.47,68.56
2024-07-27,22:26,34.44,68.67
2024-07-27,22:27,34.64,68.27
2024-07-27,22:28,34.62,68.38
2024-07-27,22:29,34.59,68.49
2024-07-27,22:30,34.56,68.6
2024-07-27,22:31,34.54,68.71
2024-07-27,22:32,34.51,68.83
2024-07-27,22:33,34.48,68.94
2024-07-27,22:34,34.46,69.05
2024-07-27,22:35,34.43,69.16
2024-07-27,22:36,34.4,69.28
2024-07-27,22:37,34.4,69.51
2024-07-27,22:38,34.39,69.47
2024-07-27,22:39,34.37,69.42
2024-07-27,22:40,34.35,69.37
2024-07-27,22:41,34.34,69.33
2024-07-27,22:42,34.32,69.28
2024-07-27,22:43,34.3,69.23
2024-07-27,22:44,34.29,69.19
2024-07-27,22:45,34.27,69.14
2024-07-27,22:46,34.25,69.09
2024-07-27,22:47,34.4,69.02
2024-07-27,22:48,34.37,69.16
2024-07-27,22:49,34.34,69.3
2024-07-27,22:50,34.31,69.44
2024-07-27,22:51,34.28,69.58
2024-07-27,22:52,34.24,69.72
2024-07-27,22:53,34.21,69.86
2024-07-27,22:54,34.18,70.0
2024-07-27,22:55,34.15,70.14
2024-07-27,22:56,34.11,70.29
2024-07-27,22:57,34.02,70.28
2024-07-27,22:58,34.03,70.35
2024-07-27,22:59,34.05,70.42
2024-07-27,23:00,34.07,70.5
2024-07-27,23:01,34.09,70.57
2024-07-27,23:02,34.11,70.64
2024-07-27,23:03,34.13,70.72
2024-07-27,23:04,34.15,70.79
2024-07-27,23:05,34.17,70.86
2024-07-27,23:06,34.19,70.94
2024-07-27,23:07,34.08,71.15
2024-07-27,23:08,34.06,71.05
2024-07-27,23:09,34.03,70.95
2024-07-27,23:10,34.0,70.85
2024-07-27,23:11,33.97,70.75
2024-07-27,23:12,33.94,70.64
2024-07-27,23:13,33.91,70.54
2024-07-27,23:14,33.88,70.44
2024-07-27,23:15,33.85,70.34
2024-07-27,23:16,33.82,70.23
2024-07-27,23:17,33.95,70.56
2024-07-27,23:18,33.92,70.49
2024-07-27,23:19,33.89,70.42
2024-07-27,23:20,33.86,70.35
2024-07-27,23:21,33.83,70.28
2024-07-27,23:22,33.8,70.2
2024-07-27,23:23,33.77,70.13
2024-07-27,23:24,33.74,70.06
2024-07-27,23:25,33.71,69.99
2024-07-27,23:26,33.68,69.91
2024-07-27,23:27,33.74,70.35
2024-07-27,23:28,33.72,70.28
2024-07-27,23:29,33.7,70.21
2024-07-27,23:30,33.67,70.14
2024-07-27,23:31,33.65,70.07
2024-07-27,23:32,33.62,69.99
2024-07-27,23:33,33.6,69.92
2024-07-27,23:34,33.57,69.85
2024-07-27,23:35,33.55,69.78
2024-07-27,23:36,33.52,69.7
2024-07-27,23:37,33.62,70.0
2024-07-27,23:38,33.6,69.92
2024-07-27,23:39,33.58,69.84
2024-07-27,23:40,33.55,69.76
2024-07-27,23:41,33.53,69.68
2024-07-27,23:42,33.5,69.6
2024-07-27,23:43,33.48,69.52
2024-07-27,23:44,33.45,69.44
2024-07-27,23:45,33.43,69.36
2024-07-27,23:46,33.4,69.28
2024-07-27,23:47,33.52,69.28
2024-07-27,23:48,33.48,69.34
2024-07-27,23:49,33.44,69.4
2024-07-27,23:50,33.4,69.47
2024-07-27,23:51,33.36,69.53
2024-07-27,23:52,33.32,69.59
2024-07-27,23:53,33.28,69.66
2024-07-27,23:54,33.24,69.72
2024-07-27,23:55,33.2,69.78
2024-07-27,23:56,33.16,69.85
2024-07-27,23:57,33.4,69.58
2024-07-27,23:58,33.37,69.64
2024-07-27,23:59,33.33,69.71
2024-07-28,00:00,33.3,69.77
2024-07-28,00:01,33.26,69.84
2024-07-28,00:02,33.23,69.9
2024-07-28,00:03,33.19,69.97
2024-07-28,00:04,33.16,70.03
